Description,Item category,Received Date,Department Name,College Name
DELL COMPUTER DESKTOP,computing,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
DELL COMPUTER DESKTOP,computing,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
GENERIC COMPUTER,computing,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple Power Mac G4 PC,computing,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
HP Deskjet Printer,computing,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
HP LASERJET PRINTER,computing,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
SGI CRT MONITOR,electronics-av,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Silicon Graphics CRT Monitor,electronics-av,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
APPLE LCD MONITOR,electronics-av,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
OmniTech LCD Monitor,electronics-av,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
DELL LCD MONITOR,electronics-av,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
APPLE LCD MONITOR,electronics-av,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
NEC LCD MONITOR,electronics-av,2022/8/29,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple MacBook Laptop,computing,2022/8/29,Communication,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/8/29,Communication,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/8/29,Communication,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/8/29,Communication,Liberal Arts & Sciences
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell Optiplex 9010 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
Dell OptiPlex 9030 Computer,computing,2022/8/30,Dental Clinics,Dentistry
DELL COMPUTER DESKTOP,computing,2022/8/31,UIC Technology Innovation Lab,Vice Chancellor for Innovation
SAMSUNG LCD MONITOR,electronics-av,2022/8/31,UIC Technology Innovation Lab,Vice Chancellor for Innovation
Cannon Pixma Printer,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Canon Pixma Printer,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
VIEWSONIC LCD MONITOR,electronics-av,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
DELL LCD MONITOR,electronics-av,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
DELL COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
DELL COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
DELL COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
DELL COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Dell Latitude Laptop,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Dell Latitude Laptop,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPAQ LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP PROBOOK LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPAQ LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
IBM COMPUTER DESKTOP,computing,2022/8/31,UIC Technology Innovation Lab,Vice Chancellor for Innovation
Dell OptiPlex 9020 PC,computing,2022/8/31,UIC Technology Innovation Lab,Vice Chancellor for Innovation
Dell OptiPlex 9020 PC,computing,2022/8/31,UIC Technology Innovation Lab,Vice Chancellor for Innovation
Polycom Sound Station,other,2022/8/31,UIC Technology Innovation Lab,Vice Chancellor for Innovation
DELL LCD MONITOR,electronics-av,2022/8/31,UIC Technology Innovation Lab,Vice Chancellor for Innovation
DELL LCD MONITOR,electronics-av,2022/8/31,UIC Technology Innovation Lab,Vice Chancellor for Innovation
Dell Latitude Laptop,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP PROBOOK LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP PROBOOK LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP PROBOOK LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP PROBOOK LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP PROBOOK LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP PROBOOK LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
HP PROBOOK LAPTOP,computing,2022/8/31,Administration Services,"Healthcare Systems, UIC - MC"
Dell Optiplex 980 Computer,computing,2022/9/1,Ctr Clinical Translational Sci,Coll of Med Office of the Dean
Dell Optiplex 760 Computer,computing,2022/9/1,Ctr Clinical Translational Sci,Coll of Med Office of the Dean
Set of Blinds,other,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Space Heater,other,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Apple Mac Mini Computer,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
HP COMPUTER DESKTOP,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Apple Mac Mini Computer,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
HP COMPUTER DESKTOP,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
HP COMPUTER DESKTOP,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
HP COMPUTER DESKTOP,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Lenovo ThinkCentre PC,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Lenovo ThinkCentre PC,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Lenovo ThinkCentre PC,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Lenovo ThinkCentre PC,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Lenovo ThinkCentre PC,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
DELL COMPUTER DESKTOP,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Lenovo ThinkCentre PC,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
HP COMPUTER DESKTOP,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
DELL COMPUTER DESKTOP,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Lenovo ThinkCentre PC,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Lenovo ThinkCentre PC,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Lenovo ThinkCentre PC,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
HP COMPUTER DESKTOP,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Apple MacBook Laptop,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
Asus 5400C Laptop,computing,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
SONY LCD MONITOR,electronics-av,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
DELL LCD MONITOR,electronics-av,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
DELL LCD MONITOR,electronics-av,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
LG LCD MONITOR,electronics-av,2022/9/1,UIC Extended Campus Admin,UIC Extended Campus Admin
2 Batteires,other,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
2 Batteries,other,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
HP OFFICEJET PRINTER,computing,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
ACER LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
HP LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
HP LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
HP LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/9/1,Administration Services,"Healthcare Systems, UIC - MC"
Dell Latitude Laptop,computing,2022/9/1,Univ Acct & Fin Report,Office of the Controller
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/9/6,Student Aff-Counseling Sv,Vice Chanc for Student Affairs
ASUS LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
SAMSUNG LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
HP LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
HP LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
DELL LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
LENOVO LCD MONITOR,electronics-av,2022/9/6,Administration,Coll of Med Office of the Dean
