Description,Item Category,Date of Retrieval,Department Name,College Name
Storage Cabinet 78x36x18,furniture-storage,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Dell Optiplex 7040,computing,2024/2/8,Biochemistry,Liberal Arts & Sciences
Dell Optiplex 7050,computing,2024/2/8,Biochemistry,Liberal Arts & Sciences
Dell Optiplex 7040,computing,2024/2/8,Biochemistry,Liberal Arts & Sciences
Dell Monitor E2011Hc,electronics-av,2024/2/8,Biochemistry,Liberal Arts & Sciences
Dell Monitor,electronics-av,2024/2/8,Biochemistry,Liberal Arts & Sciences
Dell Monitor,electronics-av,2024/2/8,Biochemistry,Liberal Arts & Sciences
Bookcase 7'x3',furniture-storage,2024/2/8,Art & Design,Fine & Applied Arts
Bookcase 7'x3',furniture-storage,2024/2/8,Art & Design,Fine & Applied Arts
Desk 72x30,furniture-tables,2024/2/8,Art & Design,Fine & Applied Arts
Table 84x42,furniture-tables,2024/2/8,Art & Design,Fine & Applied Arts
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Folding Table 42,furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Folding Table 42,furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Folding Table 4',furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Folding Table 4',furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Folding Table 5',furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Folding Table 5',furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
coffee table,furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
coffee table,furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Wooden End Table,furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Wooden End Table,furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Wooden End Table,furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Wooden End Table,furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Wooden End Table,furniture-tables,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2024/2/8,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Apple iMac A1419,computing,2024/2/8,Crop Sciences,"Agr, Consumer & Env Sciences"
Dell Latitude 7480,computing,2024/2/8,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/2/8,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude 7490,computing,2024/2/8,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/2/8,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude 5580,computing,2024/2/8,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor P2217HB,electronics-av,2024/2/8,Materials Science & Engineerng,Grainger Engineering
Dell Optiplex 7040,computing,2024/2/8,Materials Science & Engineerng,Grainger Engineering
ASUS Monitor,electronics-av,2024/2/8,Information Sciences,School of Information Sciences
HP Deskjet F4280 All-in-One Printer Scanner Copier,computing,2024/2/9,Pathobiology,Veterinary Medicine
Samsung Display,electronics-av,2024/2/9,Pathobiology,Veterinary Medicine
ASUS Monitor,electronics-av,2024/2/9,Aerospace Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/2/9,Disability Res & Educ Svcs,Applied Health Sciences
Stacking Chair,furniture-seating,2024/2/9,Disability Res & Educ Svcs,Applied Health Sciences
Stacking Chair,furniture-seating,2024/2/9,Disability Res & Educ Svcs,Applied Health Sciences
Dell Precision 3431,computing,2024/2/12,Biochemistry,Liberal Arts & Sciences
Dell Latitude 5580,computing,2024/2/12,Biochemistry,Liberal Arts & Sciences
veridesk,furniture-tables,2024/2/12,Interdis Health Sci Institute,OVCRI Institutes
Table 4'x2',furniture-tables,2024/2/12,Interdis Health Sci Institute,OVCRI Institutes
Table 4'x2',furniture-tables,2024/2/12,Interdis Health Sci Institute,OVCRI Institutes
Dell Latitude 7480,computing,2024/2/12,Spanish and Portuguese,Liberal Arts & Sciences
Samsung DVD-C500,electronics-av,2024/2/12,Philosophy,Liberal Arts & Sciences
Apple iMac,computing,2024/2/12,Philosophy,Liberal Arts & Sciences
Dell Monitor,electronics-av,2024/2/12,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude 5480,computing,2024/2/12,Electrical & Computer Eng,Grainger Engineering
Dell Monitor,electronics-av,2024/2/12,Carle IL COM Administration,Carle Illinois Medicine
Asus Monitor,electronics-av,2024/2/14,IL State Water Survey,OVCRI Institutes
Bookcase 7'x3',furniture-storage,2024/2/15,Materials Research Lab,Grainger Engineering
Bookcase 42x36,furniture-storage,2024/2/15,Materials Research Lab,Grainger Engineering
Dell Optiplex 7050,computing,2024/2/15,Civil & Environmental Eng,Grainger Engineering
Round Table 5',furniture-tables,2024/2/15,Psychology,Liberal Arts & Sciences
5 drawer file cabinet,furniture-storage,2024/2/15,Psychology,Liberal Arts & Sciences
5 drawer file cabinet,furniture-storage,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/2/15,Psychology,Liberal Arts & Sciences
Bookcase 7'x3',furniture-storage,2024/2/15,Psychology,Liberal Arts & Sciences
2 drawer lateral cabinet,furniture-storage,2024/2/15,Fire Service Institute,Public Safety
Table 3'x2',furniture-tables,2024/2/15,Animal Sciences,"Agr, Consumer & Env Sciences"
wooden desk 36x26,furniture-tables,2024/2/15,Animal Sciences,"Agr, Consumer & Env Sciences"
Wood Cabinet,furniture-storage,2024/2/15,Animal Sciences,"Agr, Consumer & Env Sciences"
Dell Optiplex 7050,computing,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Optiplex 7040,computing,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Optiplex 7040,computing,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Monitor,electronics-av,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Monitor 2007WFPB,electronics-av,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Monitor,electronics-av,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Latitude 7480,computing,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
HP Monitor,electronics-av,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Optiplex 7050,computing,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Monitor E2311Hf,electronics-av,2024/2/15,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Latitude 7400,computing,2024/2/15,Molecular & Integrative Physl,Liberal Arts & Sciences
Sharp Carousel Microwave SMC1131CW,major-appliances,2024/2/15,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Apple iMac A1419,computing,2024/2/15,Mechanical Sci & Engineering,Grainger Engineering
ASUS MONITOR MODEL PB238,electronics-av,2024/2/15,Electrical & Computer Eng,Grainger Engineering
Dell Optiplex 7040,computing,2024/2/15,Electrical & Computer Eng,Grainger Engineering
Chair,furniture-seating,2024/2/19,Prairie Research Institute,OVCRI Institutes
Chair,furniture-seating,2024/2/19,Prairie Research Institute,OVCRI Institutes
Table 72x30,furniture-tables,2024/2/19,IL Natural History Survey,OVCRI Institutes
Table 60x30,furniture-tables,2024/2/19,IL Natural History Survey,OVCRI Institutes
wood table,furniture-tables,2024/2/19,Applied Research Institute,Grainger Engineering
Dell Latitude E5570,computing,2024/2/19,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/2/19,Mechanical Sci & Engineering,Grainger Engineering
Chair,furniture-seating,2024/2/21,Ofc VC Inst Advancement,Ofc VC Inst Advancement
Chair,furniture-seating,2024/2/21,Ofc VC Inst Advancement,Ofc VC Inst Advancement
Wooden bookshelf,furniture-storage,2024/2/21,Ofc VC Inst Advancement,Ofc VC Inst Advancement
5' round table wfolding legs,furniture-tables,2024/2/21,Ofc VC Inst Advancement,Ofc VC Inst Advancement
Rolling Chair,furniture-seating,2024/2/21,Prairie Research Institute,OVCRI Institutes
Rolling Chair,furniture-seating,2024/2/21,Prairie Research Institute,OVCRI Institutes
Rolling Chair,furniture-seating,2024/2/21,Prairie Research Institute,OVCRI Institutes
Viewsonic 22 HD Widescreen LCD VX2252mh,electronics-av,2024/2/21,Prairie Research Institute,OVCRI Institutes
Lenovo E2223 Monitor,electronics-av,2024/2/21,IL Natural History Survey,OVCRI Institutes
Lenovo E2223 Monitor,electronics-av,2024/2/21,IL Natural History Survey,OVCRI Institutes
Table 36x30,furniture-tables,2024/2/21,IL Natural History Survey,OVCRI Institutes
Desk 60x30,furniture-tables,2024/2/21,IL Natural History Survey,OVCRI Institutes
Table 30x18,furniture-tables,2024/2/21,IL Natural History Survey,OVCRI Institutes
Dell Optiplex 7050,computing,2024/2/21,IPM Administration,College of Media
Wood Cabinet 6'x2'x30,furniture-storage,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Table 5' rolling,furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Table 6' Rolling,furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Table 6' Rolling,furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Table 6' Rolling,furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Table 6' Rolling,furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Table 6' Rolling,furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Table 6' Rolling,furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Wood Table 6',furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Wood Table 6',furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Wood Table 6',furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Wood Table 6',furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Wood Table 6',furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Wood Table 6',furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Wood Table 6',furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Wood Table 5',furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Wood Table 5',furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Table 60x30,furniture-tables,2024/2/21,Micro and Nanotechnology Lab,Grainger Engineering
Desk 4'x2',furniture-tables,2024/2/21,IL State Archaeological Survey,OVCRI Institutes
Dell Latitude 5480,computing,2024/2/21,School of Chemical Sciences,Liberal Arts & Sciences
Dell laptop,computing,2024/2/21,School of Chemical Sciences,Liberal Arts & Sciences
Dell Latitude 5490,computing,2024/2/21,School of Chemical Sciences,Liberal Arts & Sciences
Table 6'x3',furniture-tables,2024/2/21,Capital Programs,Facilities
Table 6'x3',furniture-tables,2024/2/21,Capital Programs,Facilities
Table 6'x3',furniture-tables,2024/2/21,Capital Programs,Facilities
Table 6'x3',furniture-tables,2024/2/21,Capital Programs,Facilities
file cabinet,furniture-storage,2024/2/21,Utilities - UIUC,Energy Services
Dell Optiplex 7050,computing,2024/2/21,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/2/21,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor E2209Wf,electronics-av,2024/2/21,Mechanical Sci & Engineering,Grainger Engineering
ASUS Monitor,electronics-av,2024/2/21,Mechanical Sci & Engineering,Grainger Engineering
Canon F166400 Printer,computing,2024/2/22,Pathobiology,Veterinary Medicine
3 shelf barrister bookcase,furniture-storage,2024/2/22,Cooperative Extension,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2024/2/22,Aerospace Engineering,Grainger Engineering
Table 4'x2',furniture-tables,2024/2/22,Crop Sciences,"Agr, Consumer & Env Sciences"
